2024-03-27_11-30-57_player-2spatial maze.txt,id1=12,id2=21,3:46:28,WRONG MODE FAILURE
2024-03-27_11-35-54,40.89051,-18.6889,108.5518,10
2024-03-27_11-35-54,40.9764,-18.67074,88.77312,10
2024-03-27_11-35-55,41.00633,-18.63713,80.41714,10
2024-03-27_11-35-55,41.02374,-18.63182,77.12192,10
2024-03-27_11-35-56,41.03004,-18.65335,84.66232,10
2024-03-27_11-35-56,41.1885,-18.72783,90.89457,10
2024-03-27_11-35-57,41.57329,-18.74074,94.78702,10
2024-03-27_11-35-57,41.60121,-18.73504,98.10796,10
2024-03-27_11-35-58,41.60864,-18.7336,97.48648,10
2024-03-27_11-35-58,41.61198,-18.72677,94.41042,10
2024-03-27_11-35-59,41.61444,-18.73702,94.38761,10
2024-03-27_11-35-59,41.61221,-18.73571,95.15026,10
2024-03-27_11-36-00,41.61049,-18.73662,95.76443,11
2024-03-27_11-36-00,41.60686,-18.73546,96.29712,11
2024-03-27_11-36-01,41.60549,-18.7307,96.2578,11
