2024-03-27_13-34-58_player-2spatial maze.txt,id1=19,id2=11,04:32:25,FAILURE
2024-03-27_13-37-22,16.11139,13.78096,50.1417,6
2024-03-27_13-37-22,16.82003,13.78594,54.42308,6
2024-03-27_13-37-23,16.96974,13.7489,59.69132,6
2024-03-27_13-37-23,17.23363,13.72106,69.99944,6
2024-03-27_13-37-24,17.3638,13.66837,90.05476,6
2024-03-27_13-37-25,17.35475,13.59238,107.0516,6
2024-03-27_13-37-25,18.31596,12.44456,110.0768,6
2024-03-27_13-37-26,18.68843,11.66336,112.853,8
2024-03-27_13-37-26,18.65335,11.28262,117.7158,8
2024-03-27_13-37-27,18.65666,10.16008,118.2163,7
2024-03-27_13-37-27,18.81017,8.945699,100.3402,8
2024-03-27_13-37-28,19.36712,8.665922,78.77382,8
2024-03-27_13-37-28,20.98192,8.331767,79.44315,8
2024-03-27_13-37-29,22.94258,7.87908,82.20908,8
2024-03-27_13-37-29,24.39135,7.365423,87.52225,8
2024-03-27_13-37-30,25.46885,6.593925,109.8669,8
2024-03-27_13-37-30,26.35804,5.695976,123.598,8
2024-03-27_13-37-31,26.69632,4.696591,130.2996,11
2024-03-27_13-37-31,26.80605,4.093012,135.8704,11
2024-03-27_13-37-32,26.81653,3.072697,138.7679,11
2024-03-27_13-37-32,26.84628,1.456082,138.6774,12
2024-03-27_13-37-33,26.66938,-0.4738988,146.9072,12
2024-03-27_13-37-33,26.22654,-1.878245,231.3344,11
2024-03-27_13-37-34,25.90555,-2.162226,278.6517,11
2024-03-27_13-37-34,24.76768,-2.389083,295.2636,11
2024-03-27_13-37-35,23.46475,-2.374244,308.5487,11
2024-03-27_13-37-35,22.6379,-2.172131,312.2968,11
2024-03-27_13-37-36,22.54072,-2.098647,332.0523,11
2024-03-27_13-37-36,22.35561,-1.702324,345.22,11
2024-03-27_13-37-37,21.88995,-0.5225289,352.6411,11
2024-03-27_13-37-37,21.38922,0.6033987,338.2438,11
2024-03-27_13-37-38,20.59889,1.285691,306.7624,11
2024-03-27_13-37-38,19.69473,1.578225,312.919,11
2024-03-27_13-37-39,19.03929,1.547103,289.4217,11
2024-03-27_13-37-39,18.05428,1.40331,293.8928,10
2024-03-27_13-37-40,16.71683,1.277446,290.4221,10
2024-03-27_13-37-40,14.66125,1.214791,284.9547,10
2024-03-27_13-37-41,13.713,0.96422,256.6502,10
2024-03-27_13-37-41,13.09828,0.2345958,260.2708,10
2024-03-27_13-37-42,12.56071,-0.348662,272.4158,10
2024-03-27_13-37-42,11.59539,-0.9019591,278.5317,8
2024-03-27_13-37-43,10.34557,-1.467911,284.0821,9
2024-03-27_13-37-43,9.177752,-1.56938,312.3176,10
2024-03-27_13-37-44,8.663766,-1.410064,321.4362,10
2024-03-27_13-37-44,8.177833,-0.8608851,335.3893,10
2024-03-27_13-37-45,7.203748,0.1335931,322.1211,7
2024-03-27_13-37-45,6.006935,0.6772009,309.4861,9
2024-03-27_13-37-46,5.619851,1.1973,297.6852,7
2024-03-27_13-37-46,4.665854,1.2497,284.1153,9
2024-03-27_13-37-47,3.80833,1.173023,275.6679,9
2024-03-27_13-37-47,3.444451,0.9097097,261.4156,7
2024-03-27_13-37-48,2.962603,0.2124342,230.6941,5
2024-03-27_13-37-48,2.80973,-0.2417715,155.8352,5
2024-03-27_13-37-49,2.617217,-0.977177,151.2298,5
2024-03-27_13-37-49,2.035598,-3.034218,151.7216,5
2024-03-27_13-37-50,1.315906,-4.71229,238.9292,6
2024-03-27_13-37-50,1.006045,-5.983773,274.0534,7
2024-03-27_13-37-51,0.3663544,-6.451945,287.7993,9
2024-03-27_13-37-51,-0.7595717,-6.651268,297.2345,9
2024-03-27_13-37-52,-1.762888,-6.66346,299.4332,9
2024-03-27_13-37-52,-3.213391,-6.503563,305.407,10
2024-03-27_13-37-53,-5.215093,-6.281397,322.5589,8
2024-03-27_13-37-53,-6.016395,-6.249294,335.8906,8
2024-03-27_13-37-54,-6.107266,-6.4031,271.3385,8
2024-03-27_13-37-54,-6.300632,-6.890528,206.259,8
2024-03-27_13-37-55,-6.53552,-7.905149,142.3607,8
2024-03-27_13-37-55,-6.748683,-8.849072,151.1203,8
2024-03-27_13-37-56,-6.974263,-9.709882,150.022,8
2024-03-27_13-37-56,-7.311404,-10.74948,154.1582,9
2024-03-27_13-37-57,-7.741933,-11.96162,154.9106,10
2024-03-27_13-37-57,-8.17766,-13.16002,233.0472,8
2024-03-27_13-37-58,-8.77177,-14.31295,254.3022,8
2024-03-27_13-37-58,-8.955158,-15.82875,274.67,10
2024-03-27_13-37-59,-10.13803,-17.04653,285.7333,10
2024-03-27_13-37-59,-11.28471,-17.37661,293.3742,9
2024-03-27_13-38-00,-11.63828,-17.56164,239.9886,9
2024-03-27_13-38-00,-11.54265,-18.3594,145.893,9
2024-03-27_13-38-01,-11.54054,-18.83739,205.5266,9
2024-03-27_13-38-01,-12.04171,-18.67664,293.2439,9
2024-03-27_13-38-02,-13.10191,-18.10716,332.729,9
2024-03-27_13-38-02,-13.77909,-16.72243,359.5386,9
2024-03-27_13-38-03,-13.85917,-16.17355,16.70286,9
2024-03-27_13-38-03,-13.296,-16.15555,32.66449,9
2024-03-27_13-38-04,-12.37152,-16.17626,46.02234,10
2024-03-27_13-38-04,-11.60282,-16.19384,49.13458,6
2024-03-27_13-38-05,-10.74294,-16.19951,52.83252,7
2024-03-27_13-38-05,-9.837359,-16.15454,43.22615,8
2024-03-27_13-38-06,-8.979007,-15.92471,19.43321,7
2024-03-27_13-38-06,-8.668492,-15.46667,12.99393,7
2024-03-27_13-38-07,-8.529171,-14.66394,12.82181,6
2024-03-27_13-38-07,-8.062495,-12.72999,19.94917,7
2024-03-27_13-38-08,-7.369269,-10.96696,29.73606,5
2024-03-27_13-38-08,-6.607123,-9.876106,40.38863,5
2024-03-27_13-38-09,-6.471051,-9.5418,6.816304,5
2024-03-27_13-38-09,-6.607609,-8.695796,357.5244,5
2024-03-27_13-38-10,-6.947368,-6.831889,358.2303,6
2024-03-27_13-38-10,-7.44442,-4.738212,353.1181,6
2024-03-27_13-38-11,-7.966839,-2.79576,354.8255,5
2024-03-27_13-38-11,-8.605157,-0.7643598,347.9713,4
2024-03-27_13-38-12,-8.901649,0.9282363,329.3317,5
2024-03-27_13-38-12,-9.803699,1.857735,316.4053,5
2024-03-27_13-38-13,-11.32826,2.398754,318.4165,5
2024-03-27_13-38-13,-12.40345,2.753991,313.3472,5
2024-03-27_13-38-14,-13.46121,3.113268,315.3502,5
2024-03-27_13-38-14,-15.17359,3.857005,322.4876,4
2024-03-27_13-38-15,-16.57449,4.353472,342.2785,2
2024-03-27_13-38-15,-17.05529,4.717408,301.5358,4
2024-03-27_13-38-16,-17.42003,4.680048,291.6443,3
2024-03-27_13-38-16,-19.028,4.301896,290.5864,4
2024-03-27_13-38-17,-19.35119,3.84533,285.5941,4
2024-03-27_13-38-17,-20.03106,3.178235,259.924,3
2024-03-27_13-38-18,-20.92546,2.362277,282.6611,3
2024-03-27_13-38-18,-21.92361,2.359232,311.7706,3
2024-03-27_13-38-19,-23.43432,3.093995,325.2619,3
2024-03-27_13-38-19,-24.58641,3.82226,328.2993,3
2024-03-27_13-38-20,-25.64342,3.838265,334.4773,2
2024-03-27_13-38-20,-26.37269,4.297677,6.815871,2
2024-03-27_13-38-21,-26.44981,5.151718,20.22303,2
2024-03-27_13-38-21,-26.33401,5.975584,29.56419,2
2024-03-27_13-38-22,-25.59685,7.121305,33.78937,2
2024-03-27_13-38-22,-25.22266,7.577053,36.17871,2
2024-03-27_13-38-23,-24.6637,8.202968,33.1643,2
2024-03-27_13-38-23,-23.8278,9.175002,25.24511,2
2024-03-27_13-38-24,-23.55558,10.70363,352.1479,1
2024-03-27_13-38-24,-24.35151,12.09378,334.8693,3
2024-03-27_13-38-25,-25.43187,13.51634,343.2286,3
2024-03-27_13-38-26,-26.39051,14.28638,356.2555,3
2024-03-27_13-38-26,-27.03738,16.12928,354.6085,3
2024-03-27_13-38-27,-27.72063,18.00398,346.3772,3
2024-03-27_13-38-27,-28.75937,19.70393,336.7589,3
2024-03-27_13-38-28,-28.89857,21.0195,330.0671,1
2024-03-27_13-38-28,-29.90187,22.23963,338.0053,1
2024-03-27_13-38-29,-30.34925,23.0811,356.136,1
2024-03-27_13-38-29,-30.72836,23.94734,358.455,1
2024-03-27_13-38-30,-31.36093,24.36687,3.757922,1
2024-03-27_13-38-30,-31.32748,25.78188,35.01574,1
2024-03-27_13-38-31,-30.42867,26.77515,47.95726,1
2024-03-27_13-38-31,-29.59624,27.17069,57.37988,1
2024-03-27_13-38-32,-28.79431,27.4018,59.09109,1
2024-03-27_13-38-32,-27.77545,27.63469,61.18505,3
2024-03-27_13-38-33,-26.19283,28.04073,57.94495,3
2024-03-27_13-38-33,-25.19803,28.49216,41.61489,3
2024-03-27_13-38-34,-24.78294,28.83197,29.59803,3
2024-03-27_13-38-34,-24.33798,28.85701,24.67409,3
2024-03-27_13-38-35,-23.70466,29.21755,29.31474,3
2024-03-27_13-38-35,-23.23835,29.68195,48.39726,2
2024-03-27_13-38-36,-22.69986,30.09089,41.47003,2
2024-03-27_13-38-36,-21.82521,31.0388,32.88026,2
2024-03-27_13-38-37,-21.30113,31.86231,26.07495,2
2024-03-27_13-38-37,-21.3189,32.74655,23.56449,2
2024-03-27_13-38-38,-21.30451,33.72931,26.56063,4
2024-03-27_13-38-38,-21.26477,35.19366,35.02085,4
2024-03-27_13-38-39,-21.09783,36.02876,60.17727,4
2024-03-27_13-38-39,-20.5601,36.50318,51.68874,4
2024-03-27_13-38-40,-20.14159,36.99161,35.33092,4
2024-03-27_13-38-40,-19.25153,38.17627,26.43417,4
2024-03-27_13-38-41,-18.47165,39.86291,13.13105,4
2024-03-27_13-38-41,-18.44455,40.17199,331.207,4
2024-03-27_13-38-42,-18.4242,40.34121,355.5264,4
2024-03-27_13-38-42,-18.38365,40.32108,47.9628,4
2024-03-27_13-38-43,-18.06961,40.4891,50.0055,4
2024-03-27_13-38-43,-17.15857,40.93343,54.27325,4
2024-03-27_13-38-44,-15.79625,41.56644,59.71597,4
2024-03-27_13-38-44,-14.69771,41.55884,98.53227,4
2024-03-27_13-38-45,-13.9699,41.115,108.7595,5
2024-03-27_13-38-45,-13.47977,40.66977,107.7995,6
2024-03-27_13-38-46,-13.28883,40.34899,115.455,6
2024-03-27_13-38-46,-12.73039,39.09694,123.8801,7
2024-03-27_13-38-47,-12.43016,38.13217,131.2193,7
2024-03-27_13-38-47,-12.25188,37.01455,132.574,7
2024-03-27_13-38-48,-11.89972,35.6814,124.1636,4
2024-03-27_13-38-48,-11.10707,33.82155,102.4607,5
2024-03-27_13-38-49,-10.54968,33.29993,57.89639,5
2024-03-27_13-38-49,-10.46685,33.26917,54.92731,5
2024-03-27_13-38-50,-10.40454,33.29919,55.26965,5
2024-03-27_13-38-50,-9.865486,33.62971,43.62621,5
2024-03-27_13-38-51,-9.369052,33.7518,35.56804,5
2024-03-27_13-38-51,-8.608589,34.36279,20.30288,5
2024-03-27_13-38-52,-8.111827,35.32031,26.53867,5
2024-03-27_13-38-52,-7.509789,36.38413,31.94349,6
2024-03-27_13-38-53,-6.597447,37.69411,30.10888,6
2024-03-27_13-38-53,-6.246809,38.97041,35.19054,6
2024-03-27_13-38-54,-6.229196,39.91444,39.54679,4
2024-03-27_13-38-54,-6.197679,40.66233,59.63629,4
2024-03-27_13-38-55,-6.066917,40.89809,80.9143,4
2024-03-27_13-38-55,-5.818384,41.16237,83.20081,4
2024-03-27_13-38-56,-4.719563,41.2358,93.96625,5
2024-03-27_13-38-56,-3.339674,40.54498,111.3223,7
2024-03-27_13-38-57,-2.716448,40.00087,101.7512,6
2024-03-27_13-38-57,-1.370135,38.9665,94.13818,6
2024-03-27_13-38-58,0.2485424,38.51072,65.52827,7
2024-03-27_13-38-58,1.976044,39.22682,39.28806,8
2024-03-27_13-38-59,2.379735,39.6278,32.49305,7
2024-03-27_13-38-59,2.984343,40.60532,26.24266,7
2024-03-27_13-39-00,3.499604,41.68273,23.99431,8
2024-03-27_13-39-00,3.724505,43.36705,25.68097,7
2024-03-27_13-39-01,3.769323,44.96751,36.3284,8
2024-03-27_13-39-01,3.913014,45.98493,62.283,9
2024-03-27_13-39-02,4.432637,46.28494,84.67469,9
2024-03-27_13-39-02,5.422016,46.25881,98.71393,9
2024-03-27_13-39-03,6.083831,46.04171,107.864,9
2024-03-27_13-39-03,6.552682,45.53762,106.9586,10
2024-03-27_13-39-04,7.027535,45.05055,107.1129,10
2024-03-27_13-39-04,7.960114,44.02437,107.9046,10
2024-03-27_13-39-05,9.239137,42.48743,110.6704,11
2024-03-27_13-39-05,10.31948,41.15249,114.7856,13
2024-03-27_13-39-06,11.18206,40.89388,126.9214,13
2024-03-27_13-39-06,11.31013,39.91039,146.1328,13
2024-03-27_13-39-07,11.20938,39.10653,235.7977,11
2024-03-27_13-39-07,11.22754,38.78449,180.8882,11
2024-03-27_13-39-08,11.74213,38.94163,83.04636,10
